dataset;#TrainingRelease;%Training;%Defective in Training;%Defective in Testing;Classifier;Balancing;Feature Selection;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Oversampling;No Selection;Sensitive Learning;14.0;9.0;333.0;85.0;0.6086956521739131;0.1414141414141414;0.8395504755153878;0.15826023391812843
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;No Selection;No Sensitivity;79.0;33.0;309.0;20.0;0.7053571428571429;0.797979797979798;0.9079685746352413;0.6702222222222223
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;No Selection;Sensitive Threshold;79.0;33.0;309.0;20.0;0.7053571428571429;0.797979797979798;0.8507442849548112;0.6702222222222223
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;No Selection;Sensitive Learning;64.0;31.0;311.0;35.0;0.6736842105263158;0.6464646464646465;0.8671658101482663;0.5639158576051779
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;No Selection;Sensitive Learning;64.0;31.0;311.0;35.0;0.6736842105263158;0.6464646464646465;0.8671658101482663;0.5639158576051779
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;No Selection;No Sensitivity;82.0;39.0;303.0;17.0;0.6776859504132231;0.8282828282828283;0.8583791127650777;0.6619857107661986
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;No Selection;Sensitive Threshold;82.0;39.0;303.0;17.0;0.6776859504132231;0.8282828282828283;0.8571238702817651;0.6619857107661986
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;No Selection;Sensitive Learning;36.0;18.0;324.0;63.0;0.6666666666666666;0.36363636363636365;0.6889066099592416;0.37089871611982883
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;No Selection;Sensitive Learning;36.0;18.0;324.0;63.0;0.6666666666666666;0.36363636363636365;0.6890395179868865;0.37089871611982883
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;No Selection;No Sensitivity;14.0;11.0;331.0;85.0;0.56;0.1414141414141414;0.9030362100537539;0.1487513572204124
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;No Selection;Sensitive Threshold;14.0;11.0;331.0;85.0;0.56;0.1414141414141414;0.5546251993620415;0.1487513572204124
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;No Selection;Sensitive Learning;17.0;10.0;332.0;82.0;0.6296296296296297;0.1717171717171717;0.860609014117786;0.1921146953405017
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;No Selection;Sensitive Learning;17.0;10.0;332.0;82.0;0.6296296296296297;0.1717171717171717;0.860609014117786;0.1921146953405017
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;No Selection;No Sensitivity;76.0;33.0;309.0;23.0;0.6972477064220184;0.7676767676767676;0.9440604879201371;0.6479343084423915
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;No Selection;Sensitive Threshold;76.0;33.0;309.0;23.0;0.6972477064220184;0.7676767676767676;0.8355927698032961;0.6479343084423915
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;No Selection;Sensitive Learning;12.0;5.0;337.0;87.0;0.7058823529411765;0.12121212121212122;0.8891990076200602;0.15103578154425612
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;No Selection;Sensitive Learning;12.0;5.0;337.0;87.0;0.7058823529411765;0.12121212121212122;0.8891990076200602;0.15103578154425612
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;No Balancing;Best First;No Sensitivity;56.0;22.0;320.0;43.0;0.717948717948718;0.5656565656565656;0.8704589757221336;0.542187724593934
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;No Balancing;Best First;Sensitive Threshold;56.0;22.0;320.0;43.0;0.717948717948718;0.5656565656565656;0.7506645401382244;0.542187724593934
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;No Balancing;Best First;Sensitive Learning;17.0;6.0;336.0;82.0;0.7391304347826086;0.1717171717171717;0.8648325358851675;0.2119883040935671
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;No Balancing;Best First;Sensitive Learning;17.0;6.0;336.0;82.0;0.7391304347826086;0.1717171717171717;0.8648325358851675;0.2119883040935671
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;No Balancing;Best First;No Sensitivity;62.0;32.0;310.0;37.0;0.6595744680851063;0.6262626262626263;0.9100508004016776;0.5424279334145352
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;No Balancing;Best First;Sensitive Threshold;62.0;32.0;310.0;37.0;0.6595744680851063;0.6262626262626263;0.766347687400319;0.5424279334145352
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;No Balancing;Best First;Sensitive Learning;50.0;7.0;335.0;49.0;0.8771929824561403;0.5050505050505051;0.9028294642329731;0.5705790297339594
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;No Balancing;Best First;Sensitive Learning;50.0;7.0;335.0;49.0;0.8771929824561403;0.5050505050505051;0.9028294642329731;0.5705790297339594
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;No Balancing;Best First;No Sensitivity;64.0;22.0;320.0;35.0;0.7441860465116279;0.6464646464646465;0.9273288439955106;0.6106231702216645
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;No Balancing;Best First;Sensitive Threshold;64.0;22.0;320.0;35.0;0.7441860465116279;0.6464646464646465;0.7910685805422647;0.6106231702216645
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;No Balancing;Best First;Sensitive Learning;4.0;0.0;342.0;95.0;1.0;0.04040404040404041;0.9403095280288263;0.06130268199233715
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;No Balancing;Best First;Sensitive Learning;4.0;0.0;342.0;95.0;1.0;0.04040404040404041;0.9403095280288263;0.06130268199233715
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Undersampling;Best First;No Sensitivity;82.0;65.0;277.0;17.0;0.5578231292517006;0.8282828282828283;0.8350463701340894;0.5444444444444444
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Undersampling;Best First;Sensitive Threshold;82.0;65.0;277.0;17.0;0.5578231292517006;0.8282828282828283;0.8191121743753322;0.5444444444444444
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Undersampling;Best First;Sensitive Learning;69.0;67.0;275.0;30.0;0.5073529411764706;0.696969696969697;0.7485675468131608;0.44233251202628193
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Undersampling;Best First;Sensitive Learning;67.0;63.0;279.0;32.0;0.5153846153846153;0.6767676767676768;0.7452005434461575;0.44324841526133235
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Undersampling;Best First;No Sensitivity;53.0;23.0;319.0;46.0;0.6973684210526315;0.5353535353535354;0.9017662000118141;0.5102129508909171
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Undersampling;Best First;Sensitive Threshold;53.0;23.0;319.0;46.0;0.6973684210526315;0.5353535353535354;0.7340510366826156;0.5102129508909171
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Undersampling;Best First;Sensitive Learning;66.0;47.0;295.0;33.0;0.584070796460177;0.6666666666666666;0.8205003248862898;0.503923057453809
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Undersampling;Best First;Sensitive Learning;66.0;47.0;295.0;33.0;0.584070796460177;0.6666666666666666;0.8205003248862898;0.503923057453809
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Undersampling;Best First;No Sensitivity;85.0;28.0;314.0;14.0;0.7522123893805309;0.8585858585858586;0.9456110815759938;0.7395596051632498
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Undersampling;Best First;Sensitive Threshold;85.0;28.0;314.0;14.0;0.7522123893805309;0.8585858585858586;0.8883572567783095;0.7395596051632498
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Undersampling;Best First;Sensitive Learning;68.0;34.0;308.0;31.0;0.6666666666666666;0.6868686868686869;0.8592503987240829;0.5811965811965811
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Undersampling;Best First;Sensitive Learning;68.0;34.0;308.0;31.0;0.6666666666666666;0.6868686868686869;0.8592503987240829;0.5811965811965811
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Oversampling;Best First;No Sensitivity;79.0;59.0;283.0;20.0;0.572463768115942;0.797979797979798;0.816675527201843;0.5486766934825695
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Oversampling;Best First;Sensitive Threshold;79.0;59.0;283.0;20.0;0.572463768115942;0.797979797979798;0.8127325890483785;0.5486766934825695
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Oversampling;Best First;Sensitive Learning;53.0;28.0;314.0;46.0;0.654320987654321;0.5353535353535354;0.7317029948608896;0.48479681727763557
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;Oversampling;Best First;Sensitive Learning;55.0;28.0;314.0;44.0;0.6626506024096386;0.5555555555555556;0.7445064681906787;0.5025380710659899
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Oversampling;Best First;No Sensitivity;44.0;27.0;315.0;55.0;0.6197183098591549;0.4444444444444444;0.8695433870872468;0.4063238770685579
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Oversampling;Best First;Sensitive Threshold;44.0;27.0;315.0;55.0;0.6197183098591549;0.4444444444444444;0.6827485380116959;0.4063238770685579
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Oversampling;Best First;Sensitive Learning;61.0;31.0;311.0;38.0;0.6630434782608695;0.6161616161616161;0.8557652548880619;0.5390593047034766
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;Oversampling;Best First;Sensitive Learning;61.0;31.0;311.0;38.0;0.6630434782608695;0.6161616161616161;0.8557652548880619;0.5390593047034766
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;Best First;No Sensitivity;78.0;27.0;315.0;21.0;0.7428571428571429;0.7878787878787878;0.9184683088191861;0.6939890710382514
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;Best First;Sensitive Threshold;78.0;27.0;315.0;21.0;0.7428571428571429;0.7878787878787878;0.8544657097288676;0.6939890710382514
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;Best First;Sensitive Learning;48.0;10.0;332.0;51.0;0.8275862068965517;0.48484848484848486;0.8986059424655916;0.5342060152719341
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;Oversampling;Best First;Sensitive Learning;48.0;10.0;332.0;51.0;0.8275862068965517;0.48484848484848486;0.8986059424655916;0.5342060152719341
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;Best First;No Sensitivity;79.0;54.0;288.0;20.0;0.5939849624060151;0.797979797979798;0.8389154704944178;0.5704809286898838
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;Best First;Sensitive Threshold;79.0;54.0;288.0;20.0;0.5939849624060151;0.797979797979798;0.8200425305688464;0.5704809286898838
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;Best First;Sensitive Learning;41.0;6.0;336.0;58.0;0.8723404255319149;0.41414141414141414;0.7303148443499321;0.48758169934640533
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;IBk;SMOTE;Best First;Sensitive Learning;42.0;7.0;335.0;57.0;0.8571428571428571;0.42424242424242425;0.7369011754976668;0.4920634920634921
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;Best First;No Sensitivity;65.0;29.0;313.0;34.0;0.6914893617021277;0.6565656565656566;0.9057534408411602;0.5822168087697928
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;Best First;Sensitive Threshold;65.0;29.0;313.0;34.0;0.6914893617021277;0.6565656565656566;0.7858851674641149;0.5822168087697928
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;Best First;Sensitive Learning;37.0;20.0;322.0;62.0;0.6491228070175439;0.37373737373737376;0.8657185894027999;0.37120500782472604
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Naive Bayes;SMOTE;Best First;Sensitive Learning;37.0;20.0;322.0;62.0;0.6491228070175439;0.37373737373737376;0.8657185894027999;0.37120500782472604
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;Best First;No Sensitivity;84.0;36.0;306.0;15.0;0.7;0.8484848484848485;0.9495835548467128;0.6911383018168334
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;Best First;Sensitive Threshold;84.0;36.0;306.0;15.0;0.7;0.8484848484848485;0.8716108452950558;0.6911383018168334
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;Best First;Sensitive Learning;20.0;2.0;340.0;79.0;0.9090909090909091;0.20202020202020202;0.8992704826038159;0.2710743801652892
BOOKKEEPER;4;0.7357699;0.44055375;0.2244898;Random Forest;SMOTE;Best First;Sensitive Learning;20.0;2.0;340.0;79.0;0.9090909090909091;0.20202020202020202;0.8992704826038159;0.2710743801652892
